leading_item_id,following_item_id,value
SDWAYPIK,BEZYMBBT,3115318
WBLJNPZQ,OGAFEHLU,137851
SAHWCZNH,WQMVCOEM,137400
BEZYMBBT,ELQGMQWE,810609
ATLDMDBO,RCBZUSIM,94199
EVBVXETX,KEUWZRKO,472601
ANWUJOKX,APQGTRMF,172196
UGEQLMXM,APQGTRMF,172055
APQGTRMF,DUCMGGNW,852210
ZXERAXWP,RJCAXSGH,4640747
QKXNTIIB,NAQIHUKZ,134951
RJGPVEXX,ZKENOUDA,503605
RUVXNNVA,ZCELVYQU,323508
BEZYMBBT,KFQSHBNH,10060009
XIIEJNEE,FRHNWLNI,926108
BSRMSVTC,FITUEHWN,207177
ZGJXVMNI,EVBVXETX,4932931
ELQGMQWE,RUVXNNVA,137412
UXSPKBJR,DBWLZWNK,289406
LTOYKIML,XIIEJNEE,177746
GYHKIVQT,KJNSOAHR,14316666
FQCLOEXA,WPQXWHYO,11579892
OXKURKXR,APQGTRMF,171879
OGAFEHLU,LRVGFDFM,2975161
BJALXPFS,SDWAYPIK,5831801
PLMZALFA,JERHKLYW,151399
HXYSSRXE,AXULOHBQ,180235
DNMPSKTB,AXULOHBQ,182209
RAWUKQMJ,DNMPSKTB,4923753
GMBFCMIU,FRHNWLNI,926108
BTMOEMEP,BSRMSVTC,458923
ATLDMDBO,OGAFEHLU,70288
GIKPEWTY,BSRMSVTC,469995
AANGBULD,RUVXNNVA,138192
JBVHSUWY,NAQIHUKZ,137891
AANGBULD,VUAFAIYJ,829810
ELQGMQWE,ZKENOUDA,502986
LTOYKIML,LLHREMKS,181075
LPHPPJUG,DDEXPPXU,149609
LSOIUSXD,VUAFAIYJ,829581
ATLDMDBO,APQGTRMF,110344
FQCLOEXA,FITUEHWN,204735
FDXPMYGF,VMAQSTJE,162715
APQGTRMF,GYHKIVQT,19266044
APQGTRMF,UIFPPCLR,237811
XIPPENFQ,DDEXPPXU,151330
ANWUJOKX,BTMOEMEP,14634293
WBLJNPZQ,ATLDMDBO,43516830
JPBRUTWP,VBYCLTYZ,619442
EVBVXETX,KJNSOAHR,14332232
CCLHWFWF,FCYBOAXC,105419955
QVLMOEYE,ZKENOUDA,503082
QVLMOEYE,ZGJXVMNI,2473157
WQMVCOEM,OGAFEHLU,138191
GYHKIVQT,KFQSHBNH,10053348
RAWUKQMJ,HXYSSRXE,4862405
UIFPPCLR,KJNSOAHR,14340822
SDWAYPIK,WQMVCOEM,137337
SAHWCZNH,NZKBIBNU,384658
LLHREMKS,BLANHGYY,185418
QRKRBYJL,ANWUJOKX,134571
HCDTGMST,XIFHSOWQ,187822
ZKENOUDA,SDWAYPIK,5831590
APQGTRMF,KFQSHBNH,10064892
UIFPPCLR,XUOIQPFL,2210825
WQMVCOEM,QSDCUCLB,137857
RJCAXSGH,YSYHGLQK,138600
KFQSHBNH,YSYHGLQK,141938
ZKENOUDA,APQGTRMF,171686
BEZYMBBT,GYHKIVQT,19261159
GYHKIVQT,BEZYMBBT,3112470
VMAQSTJE,PLMZALFA,138156
BTMOEMEP,JBVHSUWY,476427
UXSPKBJR,ANWUJOKX,137571
ANWUJOKX,IGDVVKUD,152471
GMBFCMIU,IGDVVKUD,152471
OXKURKXR,AXULOHBQ,189925
UXSPKBJR,SDWAYPIK,5831426
WQMVCOEM,JPBRUTWP,5696032
FQCLOEXA,LUENUFGA,3515202
EVBVXETX,XIFHSOWQ,180168
APQGTRMF,QVLMOEYE,1086214
OGAFEHLU,BTMOEMEP,14634293
DJBLNPNC,UQYUIVVR,7147979
SDWAYPIK,KJNSOAHR,14335602
WBLJNPZQ,LPHPPJUG,1307832
UIFPPCLR,RJCAXSGH,4640675
HXYSSRXE,SDWAYPIK,5823270
VUAFAIYJ,APQGTRMF,171995
FDXPMYGF,HXYSSRXE,4867761
RJGPVEXX,KEUWZRKO,479568
BLANHGYY,GIKPEWTY,138184
WBLJNPZQ,RJGPVEXX,781785
TGOELCAG,KEUWZRKO,479830
AANGBULD,LLHREMKS,181746
WBLJNPZQ,QRKRBYJL,2307750
SDWAYPIK,RAWUKQMJ,3838829
BUZIIBYG,BTMOEMEP,14601365
ZGJXVMNI,JSLXRQOK,144163
WBLJNPZQ,ZGJXVMNI,2474512
ANWUJOKX,DJBLNPNC,139780
BTMOEMEP,LRVGFDFM,2948910
GMBFCMIU,UQYUIVVR,7147982
DBWLZWNK,APQGTRMF,171894
BTMOEMEP,OKMBFVKS,1995344
PYZMVUWD,LUENUFGA,3517607
OXKURKXR,ELQGMQWE,819165
QRKRBYJL,XUOIQPFL,2203061
LRVGFDFM,GYHKIVQT,19227946
PLMZALFA,OGAFEHLU,138192
ZGJXVMNI,QRKRBYJL,2303307
PYZMVUWD,RJGPVEXX,781978
SDWAYPIK,AANGBULD,586320
BJALXPFS,RJGPVEXX,781828
ZXERAXWP,BEZYMBBT,3124000
AXULOHBQ,RJGPVEXX,781838
ZKENOUDA,BEZYMBBT,3123309
BLANHGYY,FQCLOEXA,2129171
SDWAYPIK,AXULOHBQ,186767
LLHREMKS,YSYHGLQK,143726
BEZYMBBT,RJCAXSGH,4635927
BSRMSVTC,RJGPVEXX,781309
UXSPKBJR,IGDVVKUD,151687
GYHKIVQT,SDWAYPIK,5807878
FQCLOEXA,PYZMVUWD,141223
UIFPPCLR,UXSPKBJR,611988
KJNSOAHR,ZCELVYQU,309549
GYHKIVQT,QRKRBYJL,2283749
JPBRUTWP,FQCLOEXA,2121899
HXYSSRXE,GYHKIVQT,19255785
IGDVVKUD,UXSPKBJR,612031
KJNSOAHR,EVBVXETX,4915989
LLHREMKS,XIIEJNEE,178210
WPQXWHYO,NZKBIBNU,366860
SAAYMURU,BJALXPFS,289916
SAAYMURU,MBSBZBXA,4796836
PYZMVUWD,ZXERAXWP,166743
QVLMOEYE,XUOIQPFL,2209457
BLANHGYY,AXULOHBQ,190061
ANWUJOKX,LPHPPJUG,1308198
FDXPMYGF,FITUEHWN,207467
GKQIJYDH,RJCAXSGH,4551542
LPHPPJUG,ZKENOUDA,503154
OKMBFVKS,ELQGMQWE,815888
QRKRBYJL,RAWUKQMJ,3841003
EVBVXETX,FDXPMYGF,133232
GKQIJYDH,FWUCPMMW,62611
APQGTRMF,RAWUKQMJ,3842095
DBWLZWNK,BTMOEMEP,14633877
UXSPKBJR,JPBRUTWP,5695623
JPBRUTWP,DNMPSKTB,4919251
XIIEJNEE,RCBZUSIM,145677
QRKRBYJL,OKMBFVKS,2017974
UXSPKBJR,LRVGFDFM,2974541
ELQGMQWE,FTSVTTSR,319762
SUOYXCHP,STZDBITS,22043341
APQGTRMF,DBWLZWNK,289986
LLHREMKS,AANGBULD,588874
UQYUIVVR,TGOELCAG,354406
RJCAXSGH,BLANHGYY,180292
KFQSHBNH,BLANHGYY,183631
SUOYXCHP,HCDTGMST,175818
BSRMSVTC,JPBRUTWP,5695562
OXKURKXR,BEZYMBBT,3123823
KJNSOAHR,QRKRBYJL,2288824
BSRMSVTC,HCDTGMST,175537
OXKURKXR,FQCLOEXA,2129030
FQCLOEXA,BSRMSVTC,467633
ZKENOUDA,ZXERAXWP,166279
BJALXPFS,OGAFEHLU,137892
STZDBITS,YSYHGLQK,57447
TGOELCAG,OJIFIHMZ,3058689
FDXPMYGF,XIFHSOWQ,188166
APQGTRMF,QRKRBYJL,2307920
VBYCLTYZ,BEZYMBBT,3123893
RAWUKQMJ,ZGJXVMNI,2467091
ELQGMQWE,KJNSOAHR,14339720
GYHKIVQT,SAHWCZNH,1782967
UXSPKBJR,VBYCLTYZ,626472
BUZIIBYG,FRHNWLNI,896184
ANWUJOKX,QRKRBYJL,2307971
RJCAXSGH,GYHKIVQT,19258942
JBVHSUWY,FTSVTTSR,320555
FCYBOAXC,VUAFAIYJ,634527
SAHWCZNH,HXYSSRXE,4865095
DNMPSKTB,FQCLOEXA,2121315
SDWAYPIK,DBWLZWNK,281709
QSDCUCLB,JPBRUTWP,5696244
TANNMIMB,XIPPENFQ,260898
VBYCLTYZ,XUOIQPFL,2210771
RUVXNNVA,GKQIJYDH,7678199
AXULOHBQ,FQCLOEXA,2129066
LSOIUSXD,XUOIQPFL,2210824
DEWLVASR,ELQGMQWE,818732
XIIEJNEE,SAAYMURU,165969
FDXPMYGF,JERHKLYW,151398
ZCELVYQU,UGEQLMXM,322227
HCDTGMST,QSDCUCLB,137851
ZGJXVMNI,ATLDMDBO,43513192
XIIEJNEE,BUZIIBYG,14526552
HXYSSRXE,BLANHGYY,176332
RCBZUSIM,WBLJNPZQ,294533
DNMPSKTB,LPHPPJUG,1300386
GYHKIVQT,LPHPPJUG,1284020
RUVXNNVA,KAGJCHMR,146569
LSOIUSXD,TANNMIMB,138033
APQGTRMF,WBLJNPZQ,294556
UGEQLMXM,OXKURKXR,232078
NZKBIBNU,JSLXRQOK,148494
HCDTGMST,KEUWZRKO,480466
TANNMIMB,KEUWZRKO,480600
BTMOEMEP,ANWUJOKX,118738
FQCLOEXA,ZXERAXWP,164338
NZKBIBNU,FRHNWLNI,925568
DJBLNPNC,ROACSLMG,2276121
GYHKIVQT,QVLMOEYE,1062043
GMBFCMIU,RCBZUSIM,145677
LTOYKIML,NAQIHUKZ,137679
BLANHGYY,EVBVXETX,4935185
SNHYOVBM,ANWUJOKX,136362
BLANHGYY,WBLJNPZQ,294551
AANGBULD,OKMBFVKS,2021554
ZGJXVMNI,SAHWCZNH,1820291
AHMDUILJ,ATLDMDBO,43516799
QSDCUCLB,ROACSLMG,2276121
XIIEJNEE,UXSPKBJR,611764
TGOELCAG,QSDCUCLB,137759
LPHPPJUG,FQCLOEXA,2127278
QSDCUCLB,SAAYMURU,165970
UGEQLMXM,UXSPKBJR,611890
DBWLZWNK,QRKRBYJL,2307866
JPBRUTWP,BTMOEMEP,14626602
BTMOEMEP,OGAFEHLU,118738
GMBFCMIU,SAAYMURU,165970
ZKENOUDA,UIFPPCLR,237084
EVBVXETX,IGDVVKUD,143814
VMAQSTJE,PYZMVUWD,143235
UGEQLMXM,FQCLOEXA,2129048
KEUWZRKO,TANNMIMB,137357
KJNSOAHR,QVLMOEYE,1067119
GYHKIVQT,RCBZUSIM,121454
LUENUFGA,EVBVXETX,4929846
NZKBIBNU,SAHWCZNH,1824603
DNMPSKTB,UIFPPCLR,230006
BEZYMBBT,DBWLZWNK,282535
FQCLOEXA,XIFHSOWQ,185421
ZGJXVMNI,FQCLOEXA,2123468
VBYCLTYZ,WQMVCOEM,141642
OKMBFVKS,SDWAYPIK,5829075
QRKRBYJL,ZKENOUDA,501935
LPHPPJUG,SAHWCZNH,1823164
BSRMSVTC,TGOELCAG,357093
TGOELCAG,YSYHGLQK,143701
STZDBITS,FWUCPMMW,64862
XIFHSOWQ,SAHWCZNH,1824768
NZKBIBNU,GIKPEWTY,137617
OJIFIHMZ,FITUEHWN,205897
LSOIUSXD,FCYBOAXC,105454953
QVLMOEYE,BJALXPFS,288528
IGDVVKUD,WQMVCOEM,142618
VBYCLTYZ,UXSPKBJR,611917
ZGJXVMNI,WPQXWHYO,11577779
DEWLVASR,WPQXWHYO,11581985
ANWUJOKX,OGAFEHLU,138147
IGDVVKUD,SDWAYPIK,5832069
OKMBFVKS,ZXERAXWP,164074
JSLXRQOK,DJBLNPNC,139738
OKMBFVKS,ZKENOUDA,501943
GYHKIVQT,UIFPPCLR,206162
AXULOHBQ,BJALXPFS,289864
LSOIUSXD,DUCMGGNW,852176
IGDVVKUD,ROACSLMG,2276108
GMBFCMIU,ATLDMDBO,43517051
WHPUAOID,XMKRPGLB,1169760
OXKURKXR,RUVXNNVA,138151
AXULOHBQ,UXSPKBJR,611911
JPBRUTWP,HXYSSRXE,4859700
HXYSSRXE,SAHWCZNH,1814442
SDWAYPIK,UXSPKBJR,603342
UGEQLMXM,OKMBFVKS,2021441
UIFPPCLR,QRKRBYJL,2307905
QVLMOEYE,OKMBFVKS,2020073
JPBRUTWP,JBVHSUWY,486886
NZKBIBNU,OKMBFVKS,2021335
JPBRUTWP,VWMBASNE,226295
GIKPEWTY,TGOELCAG,357398
DBWLZWNK,FRHNWLNI,925725
VMAQSTJE,VWMBASNE,234014
CCLHWFWF,DBWLZWNK,254974
ATLDMDBO,ZKENOUDA,442806
KEUWZRKO,FRHNWLNI,925577
QVLMOEYE,BLANHGYY,184586
JPBRUTWP,WBLJNPZQ,286865
QJQJSWFU,OXKURKXR,232020
GMBFCMIU,SDWAYPIK,5832100
UXSPKBJR,BTMOEMEP,14633672
KEUWZRKO,EVBVXETX,4934582
QJQJSWFU,SDWAYPIK,5831909
HXYSSRXE,TANNMIMB,127929
ATLDMDBO,IGDVVKUD,93067
APQGTRMF,JPBRUTWP,5696192
UQYUIVVR,WQMVCOEM,139278
BTMOEMEP,DBWLZWNK,270573
XUOIQPFL,ZKENOUDA,501101
SNHYOVBM,DUCMGGNW,852250
OKMBFVKS,VWMBASNE,231109
KFQSHBNH,ZKENOUDA,490715
ELQGMQWE,UIFPPCLR,236190
JBVHSUWY,KJNSOAHR,14340588
GYHKIVQT,NZKBIBNU,355086
UIFPPCLR,SDWAYPIK,5832033
GMBFCMIU,QRKRBYJL,2307971
GIKPEWTY,YSYHGLQK,144470
SDWAYPIK,IGDVVKUD,144153
ANWUJOKX,ATLDMDBO,43517051
QRKRBYJL,UXSPKBJR,609320
BSRMSVTC,XUOIQPFL,2210593
QRKRBYJL,OGAFEHLU,136024
BTMOEMEP,OXKURKXR,212779
DJBLNPNC,AXULOHBQ,190066
JERHKLYW,TGOELCAG,357360
HXYSSRXE,PLMZALFA,128937
OXKURKXR,HXYSSRXE,4867620
ROACSLMG,ATLDMDBO,43513824
FWUCPMMW,BLANHGYY,186162
DNMPSKTB,HXYSSRXE,4859901
RCBZUSIM,ZGJXVMNI,2474708
LUENUFGA,LPHPPJUG,1305325
BTMOEMEP,UXSPKBJR,599346
SAAYMURU,FWUCPMMW,151720
GYHKIVQT,APQGTRMF,147974
OXKURKXR,GYHKIVQT,19265730
QSDCUCLB,RCBZUSIM,145677
BJALXPFS,GYHKIVQT,19265748
KAGJCHMR,AANGBULD,589602
XIFHSOWQ,NZKBIBNU,386599
XIIEJNEE,ROACSLMG,2275841
TANNMIMB,SAHWCZNH,1824955
HCDTGMST,LUENUFGA,3517494
MBSBZBXA,TANNMIMB,133343
SNHYOVBM,BLANHGYY,184333
MIRCVAMV,KAGJCHMR,146564
APQGTRMF,BTMOEMEP,14634287
UIFPPCLR,KFQSHBNH,10064842
BEZYMBBT,OKMBFVKS,2013358
ZKENOUDA,EVBVXETX,4934412
NZKBIBNU,WPQXWHYO,11582109
DNMPSKTB,RCBZUSIM,137170
ZKENOUDA,FITUEHWN,207348
ZXERAXWP,DBWLZWNK,289995
WPQXWHYO,VMAQSTJE,143732
DNMPSKTB,IGDVVKUD,144614
XIPPENFQ,ZGJXVMNI,2474574
FQCLOEXA,XIPPENFQ,258446
GYHKIVQT,ZXERAXWP,142567
VUAFAIYJ,CCLHWFWF,15417362
PYZMVUWD,LSOIUSXD,365872
UXSPKBJR,FRHNWLNI,925324
LPHPPJUG,HXYSSRXE,4865648
OGAFEHLU,OXKURKXR,232232
LPHPPJUG,KEUWZRKO,478809
RJCAXSGH,DEWLVASR,555585
LRVGFDFM,RCBZUSIM,115441
LPHPPJUG,AXULOHBQ,187810
ELQGMQWE,GYHKIVQT,19265294
QSDCUCLB,LRVGFDFM,2975161
LTOYKIML,JPBRUTWP,5695532
FQCLOEXA,FRHNWLNI,923656
XUOIQPFL,BTMOEMEP,14627966
RJGPVEXX,SDWAYPIK,5831069
BLANHGYY,TGOELCAG,357398
FDXPMYGF,TGOELCAG,357383
SDWAYPIK,RJCAXSGH,4634220
IGDVVKUD,FDXPMYGF,140578
BEZYMBBT,XMKRPGLB,1161764
RJGPVEXX,XIPPENFQ,260115
RJGPVEXX,KJNSOAHR,14340247
ZCELVYQU,ZXERAXWP,166747
VWMBASNE,LRVGFDFM,2974287
LUENUFGA,TANNMIMB,132846
VBYCLTYZ,BJALXPFS,289511
DUCMGGNW,BLANHGYY,182396
FQCLOEXA,QJQJSWFU,250845
APQGTRMF,VMAQSTJE,162726
SAHWCZNH,RJGPVEXX,779730
RCBZUSIM,XUOIQPFL,2210875
IGDVVKUD,ANWUJOKX,138179
DEWLVASR,ZCELVYQU,322854
OGAFEHLU,FRHNWLNI,926108
QVLMOEYE,ANWUJOKX,136615
MBSBZBXA,QJQJSWFU,238465
NZKBIBNU,FITUEHWN,206908
DNMPSKTB,GMBFCMIU,130326
BSRMSVTC,UIFPPCLR,237755
YSYHGLQK,LPHPPJUG,1308238
ANWUJOKX,VMAQSTJE,162730
UQYUIVVR,UIFPPCLR,234872
JBVHSUWY,LTOYKIML,556788
BSRMSVTC,LSOIUSXD,365237
LTOYKIML,MBSBZBXA,4796389
OXKURKXR,ANWUJOKX,137996
FQCLOEXA,AXULOHBQ,186618
AHMDUILJ,BUZIIBYG,14526580
ZGJXVMNI,OKMBFVKS,2019334
LRVGFDFM,UXSPKBJR,573942
RCBZUSIM,QVLMOEYE,1086240
JPBRUTWP,ZKENOUDA,497386
UIFPPCLR,ELQGMQWE,819251
VWMBASNE,FCYBOAXC,105454858
BLANHGYY,JBVHSUWY,494946
JPBRUTWP,ELQGMQWE,811616
XIIEJNEE,LRVGFDFM,2975161
MIRCVAMV,ZGJXVMNI,2474696
DNMPSKTB,QSDCUCLB,129117
OJIFIHMZ,SNHYOVBM,361379
OXKURKXR,RCBZUSIM,145636
FWUCPMMW,AXULOHBQ,190066
OXKURKXR,SDWAYPIK,5831954
QSDCUCLB,DUCMGGNW,852250
PYZMVUWD,VUAFAIYJ,829810
PYZMVUWD,QJQJSWFU,253297
JPBRUTWP,XUOIQPFL,2203207
JBVHSUWY,APQGTRMF,171896
BUZIIBYG,SAHWCZNH,1799602
RAWUKQMJ,FQCLOEXA,2124202
ZKENOUDA,DNMPSKTB,4927984
FITUEHWN,STZDBITS,22043620
FRHNWLNI,LPHPPJUG,1306279
BSRMSVTC,STZDBITS,22043586
SAHWCZNH,FRHNWLNI,924197
DJBLNPNC,WBLJNPZQ,294556
GMBFCMIU,HXYSSRXE,4867766
DNMPSKTB,OXKURKXR,223152
FDXPMYGF,WQMVCOEM,142618
BTMOEMEP,HXYSSRXE,4841515
OGAFEHLU,UXSPKBJR,612043
RAWUKQMJ,VMAQSTJE,157761
UGEQLMXM,DNMPSKTB,4928199
ELQGMQWE,WBLJNPZQ,292883
UXSPKBJR,DNMPSKTB,4927939
PYZMVUWD,XIPPENFQ,260896
YSYHGLQK,AANGBULD,589613
UIFPPCLR,APQGTRMF,172124
WBLJNPZQ,BSRMSVTC,469774
LTOYKIML,RUVXNNVA,137729
LRVGFDFM,DNMPSKTB,4907385
LRVGFDFM,XUOIQPFL,2209727
OXKURKXR,NAQIHUKZ,137874
TANNMIMB,LUENUFGA,3517654
KEUWZRKO,VWMBASNE,233525
LRVGFDFM,APQGTRMF,134095
BLANHGYY,LPHPPJUG,1308235
GKQIJYDH,ZXERAXWP,160453
UGEQLMXM,XUOIQPFL,2210668
RJCAXSGH,APQGTRMF,165091
JPBRUTWP,BEZYMBBT,3115953
LPHPPJUG,NZKBIBNU,385282
ATLDMDBO,DEWLVASR,494786
LRVGFDFM,VWMBASNE,196033
HXYSSRXE,JPBRUTWP,5686413
VMAQSTJE,UIFPPCLR,237772
BLANHGYY,PYZMVUWD,143261
ELQGMQWE,DEWLVASR,561521
UGEQLMXM,RCBZUSIM,145572
IGDVVKUD,BSRMSVTC,469988
OXKURKXR,FTSVTTSR,320790
APQGTRMF,BEZYMBBT,3123968
VMAQSTJE,ANWUJOKX,138070
WPQXWHYO,EVBVXETX,4921277
SUOYXCHP,PLMZALFA,138168
DNMPSKTB,ELQGMQWE,811450
RAWUKQMJ,SAHWCZNH,1817312
EVBVXETX,BLANHGYY,177496
QRKRBYJL,BJALXPFS,282132
NZKBIBNU,KEUWZRKO,480247
BTMOEMEP,APQGTRMF,145945
DEWLVASR,UIFPPCLR,237495
SAHWCZNH,KJNSOAHR,14338978
PYZMVUWD,XMKRPGLB,1170001
SDWAYPIK,LRVGFDFM,2966844
KJNSOAHR,KFQSHBNH,10045696
RJCAXSGH,LSOIUSXD,360049
KFQSHBNH,LSOIUSXD,363388
SAHWCZNH,ATLDMDBO,43514380
UGEQLMXM,AXULOHBQ,189942
SAAYMURU,UQYUIVVR,7147929
BEZYMBBT,QRKRBYJL,2299734
OXKURKXR,DJBLNPNC,139639
OKMBFVKS,BTMOEMEP,14631267
QRKRBYJL,UIFPPCLR,234242
PYZMVUWD,TANNMIMB,138185
QKXNTIIB,XIIEJNEE,175001
OXKURKXR,TGOELCAG,357357
DNMPSKTB,ANWUJOKX,127812
JSLXRQOK,KJNSOAHR,14340847
VMAQSTJE,STZDBITS,22043603
SAHWCZNH,KEUWZRKO,476362
RJCAXSGH,UIFPPCLR,230757
NAQIHUKZ,FITUEHWN,207482
DEWLVASR,DNMPSKTB,4928068
GIKPEWTY,ZCELVYQU,323508
GIKPEWTY,WBLJNPZQ,294556
QRKRBYJL,FQCLOEXA,2128047
MBSBZBXA,VBYCLTYZ,623149
WQMVCOEM,DNMPSKTB,4928382
FTSVTTSR,STZDBITS,22043316
AHMDUILJ,DUCMGGNW,852106
DNMPSKTB,XIIEJNEE,169735
OJIFIHMZ,KEUWZRKO,476602
KFQSHBNH,GYHKIVQT,19252104
XIIEJNEE,OKMBFVKS,2021316
IGDVVKUD,SNHYOVBM,365229
LRVGFDFM,ANWUJOKX,107956
ZCELVYQU,ELQGMQWE,819264
RCBZUSIM,GYHKIVQT,19266047
JERHKLYW,VUAFAIYJ,829773
FDXPMYGF,KEUWZRKO,480584
AANGBULD,KFQSHBNH,10064857
XIIEJNEE,HXYSSRXE,4867766
UQYUIVVR,VMAQSTJE,159739
QRKRBYJL,BLANHGYY,183439
GYHKIVQT,WBLJNPZQ,283006
APQGTRMF,YSYHGLQK,144464
RJGPVEXX,MIRCVAMV,194011
WHPUAOID,LLHREMKS,181747
XMKRPGLB,SNHYOVBM,364247
NZKBIBNU,EVBVXETX,4934839
FQCLOEXA,IGDVVKUD,150063
IGDVVKUD,WHPUAOID,168608
PLMZALFA,FCYBOAXC,105455008
OKMBFVKS,APQGTRMF,168710
BLANHGYY,HXYSSRXE,4867761
OGAFEHLU,FCYBOAXC,105455008
LRVGFDFM,OXKURKXR,184309
DNMPSKTB,AANGBULD,581762
FRHNWLNI,IGDVVKUD,150137
XUOIQPFL,UXSPKBJR,605412
LPHPPJUG,EVBVXETX,4932936
XIIEJNEE,EVBVXETX,4935191
BSRMSVTC,EVBVXETX,4934988
LTOYKIML,JSLXRQOK,148595
BJALXPFS,UGEQLMXM,323953
EVBVXETX,QRKRBYJL,2299489
JERHKLYW,XIPPENFQ,260889
WPQXWHYO,SAHWCZNH,1811041
NZKBIBNU,FWUCPMMW,151532
JBVHSUWY,RUVXNNVA,138103
QSDCUCLB,DBWLZWNK,290026
HXYSSRXE,LPHPPJUG,1298988
VBYCLTYZ,UGEQLMXM,323144
DBWLZWNK,FWUCPMMW,150390
FRHNWLNI,DNMPSKTB,4926200
XUOIQPFL,ZGJXVMNI,2471176
MIRCVAMV,DDEXPPXU,151464
FDXPMYGF,PYZMVUWD,143255
BUZIIBYG,RJGPVEXX,749051
VBYCLTYZ,FRHNWLNI,925125
BLANHGYY,DNMPSKTB,4928722
LLHREMKS,STZDBITS,22043624
OJIFIHMZ,STZDBITS,22039695
FTSVTTSR,GKQIJYDH,7677884
BLANHGYY,LRVGFDFM,2975161
QKXNTIIB,SNHYOVBM,363790
LSOIUSXD,ELQGMQWE,819251
ZKENOUDA,VMAQSTJE,161992
FQCLOEXA,NZKBIBNU,384378
JPBRUTWP,AXULOHBQ,182376
OKMBFVKS,RJGPVEXX,779262
ZKENOUDA,ZGJXVMNI,2474206
HCDTGMST,MBSBZBXA,4796697
UGEQLMXM,ZKENOUDA,504535
EVBVXETX,XIPPENFQ,252232
JERHKLYW,TANNMIMB,138169
AANGBULD,APQGTRMF,172155
HCDTGMST,STZDBITS,22043347
LLHREMKS,MBSBZBXA,4796820
EVBVXETX,ATLDMDBO,43509705
LUENUFGA,ATLDMDBO,43510538
DBWLZWNK,GMBFCMIU,138086
DBWLZWNK,LRVGFDFM,2975056
TANNMIMB,XIFHSOWQ,188167
OGAFEHLU,ROACSLMG,2276121
FITUEHWN,SAAYMURU,165835
APQGTRMF,AXULOHBQ,190066
WPQXWHYO,ZKENOUDA,484732
APQGTRMF,BSRMSVTC,469955
ZXERAXWP,CCLHWFWF,15417544
OKMBFVKS,DEWLVASR,560075
BSRMSVTC,PYZMVUWD,142605
CCLHWFWF,FWUCPMMW,85859
QKXNTIIB,JSLXRQOK,141665
TANNMIMB,SUOYXCHP,138467
ZCELVYQU,BJALXPFS,289961
DBWLZWNK,IGDVVKUD,152055
DDEXPPXU,JERHKLYW,151386
UIFPPCLR,ZKENOUDA,504603
LUENUFGA,VWMBASNE,231028
WBLJNPZQ,SNHYOVBM,364944
ROACSLMG,FDXPMYGF,137163
